id,product_id,sku,size,stock_quantity,price,compare_at_price,is_out_of_stock,created_at
da3f1bed-e61e-4420-a4c2-60b756a847a9,f0301a93-8b3b-4377-86ed-67d96da3c5b8,TDO-PKG-SH-PN-L,L,3,2000.00,,false,2026-04-08 06:55:49.112376+00
db2e7c7a-63e3-4531-8600-489177b57c5a,7515438c-a4c3-4527-a076-3d730d07e9a5,TDO-CT-BLK-42,42,3,2500.00,,false,2026-04-08 06:55:49.112376+00
e00d9404-3598-493e-8fe4-615bffce7119,244d5b0c-2388-4208-bc38-e9a838db0f36,TDO-PC-RAY-BLK,Black,3,1200.00,,false,2026-04-08 06:55:49.112376+00
e07c7a46-e3ee-4727-8390-9636006312d7,3c8a7430-08b2-486c-8b50-49087297e2ef,TDO-WC-BLK-48,48,3,1600.00,,false,2026-04-08 06:55:49.112376+00
e475f08c-698f-4490-924f-38e7d191b9d6,af480a4c-176e-46af-82c2-ba174b03e400,TDO-GW-BLK-LAC-44,44,3,7500.00,,false,2026-04-08 06:55:49.112376+00
ea5746b8-9eea-4c39-b980-c17c76747026,c4a14723-200b-4dbe-bd52-f3228b5aea37,TDO-ACC-SCK-OS,OS,3,100.00,,false,2026-04-08 06:55:49.112376+00
ebc33a87-9421-409a-a211-4ba85a705ce6,2c8e9e8a-7ad8-46f1-ace3-889970f3b329,TDO-PB-RAY-LG,,2,1200.00,,false,2026-04-10 00:40:21.820319+00
f42e9473-9bd3-45ae-ba57-b632ec44c469,2574f05e-b038-4a32-958d-cea012f96035,TDO-GW-BLK-RAY-46,46,3,4500.00,,false,2026-04-08 06:55:49.112376+00
fad6d81b-7f93-4adb-8785-1730c42393de,7515438c-a4c3-4527-a076-3d730d07e9a5,TDO-CT-BLK-40,40,3,2500.00,,false,2026-04-08 06:55:49.112376+00
fafaabeb-ad7a-476e-8d46-4376a32b5a07,93fe7d0a-ea97-4f6f-90c8-c5304b31b5a9,TDO-GW-BLK-SUN-48,48,3,2000.00,,false,2026-04-08 06:55:49.112376+00
fb569bda-d307-49f5-b872-12c086edddbb,af480a4c-176e-46af-82c2-ba174b03e400,TDO-GW-BLK-LAC-52,52,3,7500.00,,false,2026-04-08 06:55:49.112376+00
fd0158d3-8f79-429d-bf01-dd78a35debd1,93fe7d0a-ea97-4f6f-90c8-c5304b31b5a9,TDO-GW-BLK-SUN-52,52,3,2000.00,,false,2026-04-08 06:55:49.112376+00
ffe93e04-b35a-4ebb-88b3-a71475bdf4ac,93fe7d0a-ea97-4f6f-90c8-c5304b31b5a9,TDO-GW-BLK-SUN-50,50,3,2000.00,,false,2026-04-08 06:55:49.112376+00
